tE_bin,piE_bin,tE_left_days,tE_right_days,tE_center_days,piE_left,piE_right,piE_center,n_positive,n_detected,n_confused,detection_fraction,shown_in_heatmap
2,10,4.504120576636027,6.045677937804893,5.218281556162093,0.6821903207721969,1.040629440692656,0.8425599871529117,14,0,14,0.0,False
2,11,4.504120576636027,6.045677937804893,5.218281556162093,1.040629440692656,1.5874010519682002,1.2852611675704677,10,0,10,0.0,False
2,12,4.504120576636027,6.045677937804893,5.218281556162093,1.5874010519682002,2.4214595525113247,1.960568142390089,7,0,7,0.0,False
2,13,4.504120576636027,6.045677937804893,5.218281556162093,2.4214595525113247,3.6937523489595185,2.990697562442443,12,0,12,0.0,False
2,14,4.504120576636027,6.045677937804893,5.218281556162093,3.6937523489595185,5.6345382276956855,4.5620816316516235,2,0,2,0.0,False
2,15,4.504120576636027,6.045677937804893,5.218281556162093,5.6345382276956855,8.595059451754269,6.959108495362503,2,1,1,0.5,False
2,16,4.504120576636027,6.045677937804893,5.218281556162093,8.595059451754269,13.111109374690052,10.615590636131074,0,0,0,,False
2,17,4.504120576636027,6.045677937804893,5.218281556162093,13.111109374690052,20.0,16.193275996344934,1,0,1,0.0,False
3,0,6.045677937804893,8.114840867550425,7.004264015708369,0.01,0.015254239308390182,0.012350805361752804,0,0,0,,False
3,1,6.045677937804893,8.114840867550425,7.004264015708369,0.015254239308390182,0.02326918168776363,0.01884021406395259,0,0,0,,False
3,2,6.045677937804893,8.114840867550425,7.004264015708369,0.02326918168776363,0.035495366597555714,0.028739313395283128,3,0,3,0.0,False
3,3,6.045677937804893,8.114840867550425,7.004264015708369,0.035495366597555714,0.05414548164181543,0.043839636409047256,1,0,1,0.0,False
3,4,6.045677937804893,8.114840867550425,7.004264015708369,0.05414548164181543,0.08259481344323,0.0668740304976422,8,0,8,0.0,False
3,5,6.045677937804893,8.114840867550425,7.004264015708369,0.08259481344323,0.12599210498948735,0.10201124647276179,5,0,5,0.0,False
