bin_index,delta_chi2_center,parameter_1,parameter_2,n_total,n_positive_definite,abs_corr_q16,abs_corr_median,abs_corr_q84
5,-0.7371958904851899,t0,piEN,649,568,0.24282631507971836,0.758018080716899,0.9888853856955597
5,-0.7371958904851899,t0,piEE,649,568,0.2734925668912721,0.7524512558379621,0.9875892337055243
5,-0.7371958904851899,u0,tE,649,568,0.3261308044293671,0.8212643731238154,0.9878260883461598
5,-0.7371958904851899,u0,rho,649,568,0.27172643192309,0.760344833658434,0.9888228835426132
5,-0.7371958904851899,u0,piEN,649,568,0.3306505323744567,0.7497535219443581,0.9717534153343725
5,-0.7371958904851899,u0,piEE,649,568,0.29925700757443635,0.7798492292829711,0.9676918274451595
5,-0.7371958904851899,tE,rho,649,568,0.18233988450484306,0.5916155619922916,0.9208511049882157
5,-0.7371958904851899,tE,piEN,649,568,0.3192610813837027,0.7824731613029785,0.9711361461885648
5,-0.7371958904851899,tE,piEE,649,568,0.3202207393808003,0.7976112228561614,0.9813030946309301
5,-0.7371958904851899,rho,piEN,649,568,0.14114026713420794,0.5379964634463685,0.8875741914761586
5,-0.7371958904851899,rho,piEE,649,568,0.14542384324665894,0.5514836372826487,0.882826613237136
5,-0.7371958904851899,piEN,piEE,649,568,0.4436683909952069,0.8783649770153327,0.9921073598476114
6,-0.17195881823539483,t0,u0,2819,2517,0.15913362076689672,0.6016472764344266,0.9351175516488345
6,-0.17195881823539483,t0,tE,2819,2517,0.15335503136954406,0.6216128533383534,0.9471835333531531
6,-0.17195881823539483,t0,rho,2819,2517,0.08213661321756503,0.40369659171339467,0.8505738514123731
6,-0.17195881823539483,t0,piEN,2819,2517,0.17055442337851592,0.6615434789662588,0.9706835085526825
6,-0.17195881823539483,t0,piEE,2819,2517,0.16037082030047667,0.6679195944520947,0.9700891708825672
6,-0.17195881823539483,u0,tE,2819,2517,0.4186307556220109,0.9077138512911642,0.9960359386336805
6,-0.17195881823539483,u0,rho,2819,2517,0.22573667881401094,0.7066359513220147,0.9841815712016186
6,-0.17195881823539483,u0,piEN,2819,2517,0.2920137909489667,0.7767387892418187,0.9773713000649775
6,-0.17195881823539483,u0,piEE,2819,2517,0.30079203439461677,0.7775961273357107,0.9737058920478129
6,-0.17195881823539483,tE,rho,2819,2517,0.15011699045653257,0.5135506036634239,0.9087881939539151
6,-0.17195881823539483,tE,piEN,2819,2517,0.3525515846595799,0.81411436793546,0.98362854495168
6,-0.17195881823539483,tE,piEE,2819,2517,0.3517758466006249,0.843840858575014,0.9851462560739875
6,-0.17195881823539483,rho,piEN,2819,2517,0.14201940377670685,0.498111331263861,0.8695357297633426
6,-0.17195881823539483,rho,piEE,2819,2517,0.14020576944232446,0.49667737329955286,0.8731717576389795
6,-0.17195881823539483,piEN,piEE,2819,2517,0.3487444482137718,0.8408315053278904,0.9840466890568575
7,0.26480650632457703,t0,u0,12407,11808,0.16606318741607018,0.5918521255411076,0.9358134586483821
7,0.26480650632457703,t0,tE,12407,11808,0.17476071010008593,0.6138522374352715,0.9420731617202903
7,0.26480650632457703,t0,rho,12407,11808,0.08969898319039916,0.38117289862712733,0.8205740302397593
7,0.26480650632457703,t0,piEN,12407,11808,0.1555660904673589,0.5657900995391294,0.9330382617603293
7,0.26480650632457703,t0,piEE,12407,11808,0.1505492706712527,0.5825135737403501,0.9432512887527551
7,0.26480650632457703,u0,tE,12407,11808,0.47600279662313566,0.9193032953215389,0.9967091186253972
7,0.26480650632457703,u0,rho,12407,11808,0.22118832726546298,0.725501906733017,0.9890805977758502
7,0.26480650632457703,u0,piEN,12407,11808,0.28812789704484815,0.7462510424769189,0.9696483161865728
7,0.26480650632457703,u0,piEE,12407,11808,0.2699532981209634,0.7289449097287226,0.9663523204684268
7,0.26480650632457703,tE,rho,12407,11808,0.14580609623512555,0.4941537437524052,0.8822747785179017
7,0.26480650632457703,tE,piEN,12407,11808,0.3802739761719718,0.8323833485834173,0.9835619038792012
7,0.26480650632457703,tE,piEE,12407,11808,0.3864762139761489,0.8393280950426476,0.9830500163531822
7,0.26480650632457703,rho,piEN,12407,11808,0.1388599261705753,0.4762259594003678,0.8603644454951499
7,0.26480650632457703,rho,piEE,12407,11808,0.12987861635518663,0.4681130795030033,0.8423010340034064
7,0.26480650632457703,piEN,piEE,12407,11808,0.3625586310725509,0.8426341714134575,0.9813997203081655
8,0.8748241242421044,t0,u0,13976,13529,0.1619695122529919,0.5860153541051611,0.9328901639678578
8,0.8748241242421044,t0,tE,13976,13529,0.16962683562070546,0.5941599609336661,0.9334295210237075
8,0.8748241242421044,t0,rho,13976,13529,0.09270177257721557,0.38654614426181116,0.8278923836844924
8,0.8748241242421044,t0,piEN,13976,13529,0.1558650987656405,0.5642869214507731,0.9300598953724503
8,0.8748241242421044,t0,piEE,13976,13529,0.15789137866883593,0.5717236885204096,0.9320261304434245
8,0.8748241242421044,u0,tE,13976,13529,0.46192964254391916,0.9176170255872101,0.9964361150722777
8,0.8748241242421044,u0,rho,13976,13529,0.2470995862093167,0.7677748961339983,0.993318925938436
8,0.8748241242421044,u0,piEN,13976,13529,0.27595430805716487,0.7438756223691948,0.969218717579021
8,0.8748241242421044,u0,piEE,13976,13529,0.26558634105344825,0.7237600016841866,0.9655569926653076
8,0.8748241242421044,tE,rho,13976,13529,0.15438396036282112,0.5102478068503103,0.8983015930607006
8,0.8748241242421044,tE,piEN,13976,13529,0.3783414570522007,0.8303967243234419,0.9816040059571013
8,0.8748241242421044,tE,piEE,13976,13529,0.38142526368911067,0.8352712087434407,0.9812628128080011
8,0.8748241242421044,rho,piEN,13976,13529,0.13755288006402455,0.48180696904365977,0.8605583533784725
8,0.8748241242421044,rho,piEE,13976,13529,0.13817574002519084,0.4746344586262461,0.8498900990194855
8,0.8748241242421044,piEN,piEE,13976,13529,0.35432715749343974,0.8258693115367987,0.9796665198468915
9,1.7790539337549522,t0,u0,15668,15276,0.1640170135280548,0.5666436739169087,0.9222949572109234
9,1.7790539337549522,t0,tE,15668,15276,0.17123373277700704,0.5827882682824592,0.9304653470965205
9,1.7790539337549522,t0,rho,15668,15276,0.09765740964554782,0.39422485641921967,0.8328987643161407
9,1.7790539337549522,t0,piEN,15668,15276,0.15834576658107713,0.5506893924541929,0.9257540301343494
9,1.7790539337549522,t0,piEE,15668,15276,0.15593625681723125,0.5609962433987472,0.9276174532212774
9,1.7790539337549522,u0,tE,15668,15276,0.4614246490403305,0.9114366158182439,0.9963526101373638
9,1.7790539337549522,u0,rho,15668,15276,0.2560733240835401,0.7847679917860825,0.9941934605275679
9,1.7790539337549522,u0,piEN,15668,15276,0.26469829562427727,0.727036919743248,0.9692487131626792
9,1.7790539337549522,u0,piEE,15668,15276,0.25149776623986825,0.717463458965096,0.9641572631083516
9,1.7790539337549522,tE,rho,15668,15276,0.15826343106181037,0.5266180392957827,0.9087663220308434
9,1.7790539337549522,tE,piEN,15668,15276,0.35405064845350565,0.8223745718836708,0.9812390328072095
9,1.7790539337549522,tE,piEE,15668,15276,0.3733801904190681,0.83308698148836,0.9810508955408321
9,1.7790539337549522,rho,piEN,15668,15276,0.13615234567764686,0.47896507234378316,0.8621445483011845
9,1.7790539337549522,rho,piEE,15668,15276,0.1340301430138022,0.4792599984933353,0.8525129629835536
9,1.7790539337549522,piEN,piEE,15668,15276,0.32986358020076334,0.8106825166149312,0.9778101150212815
10,3.119394809814998,t0,u0,16584,16230,0.16512137330586707,0.5673162152559307,0.9200079844861856
10,3.119394809814998,t0,tE,16584,16230,0.17430395725416148,0.5736529060954648,0.9255815664001983
10,3.119394809814998,t0,rho,16584,16230,0.10150024188300215,0.3979159038864726,0.8369952040856184
10,3.119394809814998,t0,piEN,16584,16230,0.15778436940291024,0.5419744200851822,0.9215572069672978
10,3.119394809814998,t0,piEE,16584,16230,0.15777234643554777,0.5530461303801757,0.924876595455692
10,3.119394809814998,u0,tE,16584,16230,0.4542964366576778,0.9159442122862663,0.9965843749533921
10,3.119394809814998,u0,rho,16584,16230,0.2531951764065728,0.7829062198240797,0.9938404389392939
10,3.119394809814998,u0,piEN,16584,16230,0.2625760400677808,0.7374186380351326,0.9694899087600926
10,3.119394809814998,u0,piEE,16584,16230,0.25457252103202094,0.720428949495008,0.9665345151802059
10,3.119394809814998,tE,rho,16584,16230,0.1582634344608262,0.524900090159087,0.9135525718074505
10,3.119394809814998,tE,piEN,16584,16230,0.368051943836988,0.8282814882910892,0.9803128027230184
